id,prob
1,0.18834913
2,0.0066007376
3,0.007552147
4,0.008963168
5,0.010091901
6,0.058392882
7,0.004424393
8,0.53697616
9,0.21009105
10,0.30322152
11,0.02396655
12,0.14036262
13,0.005993843
14,0.008368611
15,0.006868124
16,0.034866452
17,0.4771787
18,0.116992116
19,0.017231882
20,0.023842692
21,0.11756688
22,0.0052300096
23,0.0035384297
24,0.065938234
25,0.007153511
26,0.004496932
27,0.32896256
28,0.07292467
29,0.20409203
30,0.4066391
31,0.31465417
32,0.3113826
33,0.38667858
34,0.030073762
35,0.0054016113
36,0.006560743
37,0.002336681
38,0.17456806
39,0.07094514
40,0.26305062
41,0.13567811
42,0.008898735
43,0.012739062
44,0.033082604
45,0.017448783
46,0.041137278
47,0.52879107
48,0.050826788
49,0.30324483
50,0.17311269
51,0.011013746
52,0.09681618
53,0.011949241
54,0.44042093
55,0.08866477
56,0.070280135
57,0.012939513
58,0.13879418
59,0.023557901
60,0.6451885
61,0.59632564
62,0.12795603
63,0.12015039
64,0.29433376
65,0.54900384
66,0.04382384
67,0.058734596
68,0.85822856
69,0.45492876
70,0.030369878
71,0.23110044
72,0.092529535
73,0.13232237
74,0.11381066
75,0.37320238
76,0.002784133
77,0.0058401823
78,0.018277645
79,0.003353119
80,0.06419963
81,0.25621736
82,0.001206398
83,0.0132261515
84,0.10296488
85,0.018785357
86,0.20316124
87,0.16932541
88,0.025674462
89,0.05853474
90,0.11520922
91,0.01815188
92,0.112596154
93,0.0012750626
94,0.018856764
95,0.003060937
96,0.041909814
97,0.02507019
98,0.0055288076
99,0.057933807
100,0.03081727
101,0.14758968
102,0.11853981
103,0.0015771389
104,0.03148049
105,0.040168166
106,0.11971313
107,0.1039058
108,0.7099359
109,0.08298111
110,0.014476895
111,0.032674372
112,0.02039963
113,0.018666744
114,0.0020262003
115,0.002756238
116,0.0015529394
117,0.0022715926
118,0.002299726
119,0.002299726
120,0.0030322075
121,0.0015810132
122,0.0019513369
123,0.007925153
124,0.014143467
125,0.0035899282
126,0.024557114
127,0.0023998022
128,0.004655957
129,0.00415653
130,0.035375
131,0.010409713
132,0.012077093
133,0.0028271675
134,0.002243042
135,0.019321442
136,0.054648876
137,0.5951086
138,0.00090307
139,0.0029004812
140,0.009676397
141,0.006254077
142,0.0030364394
143,0.04296148
144,0.0019603372
145,0.006070614
146,0.011679649
147,0.6812135
148,0.7910423
149,0.043069005
150,0.017381787
151,0.0021710396
152,0.003264308
153,0.06211871
154,0.007920146
155,0.00061059
156,0.013633728
157,0.019557297
158,0.0033340454
159,0.223153
160,0.0030949116
161,0.012393236
162,0.0023633242
163,0.0055844784
164,0.039701283
165,0.018045127
166,0.0045683384
167,0.008787036
168,0.0017592907
169,0.023442745
170,0.004059553
171,0.0021228194
172,0.0027563572
173,0.007090986
174,0.08404386
175,0.07818806
176,0.003669858
177,0.0016995668
178,0.017437339
179,0.014277816
180,0.0023714304
181,0.0009070635
182,0.016446412
183,0.024425983
184,0.007899761
185,0.0015656948
186,0.0104756355
187,0.59948325
188,0.5706484
189,0.036729693
190,0.029858649
191,0.19847423
192,0.01128
193,0.0023276806
194,0.027950168
195,0.030305743
196,0.010229588
197,0.13943791
198,0.008987784
199,0.0033757687
200,0.22864175
201,0.061799645
202,0.043015122
203,0.019653976
204,0.08463323
205,0.08296347
206,0.15432227
