id,prob
1,0.004233047462107532
2,0.008749787709841023
3,0.028683088653166308
4,0.011597659172932527
5,0.20592500983499146
6,0.0023794726395355115
7,0.9138131757811851
8,0.09974985538322811
9,0.522812736035553
10,0.00907805744915269
11,0.039916462432278234
12,0.001822768939935578
13,0.012870352922093552
14,0.015119580293408612
15,0.10880282179544953
16,0.5125181097058745
17,0.08401834479593537
18,0.008282169727892277
19,0.002395079927010984
20,0.15423987434570413
21,0.006622449008344864
22,0.003863905873997453
23,0.03362982997099855
24,0.0001857252346464233
25,0.008596199559327508
26,0.38569483280057415
27,0.05603507307821223
28,0.06387807404206818
29,0.1567181498344924
30,0.4932571822618368
31,0.25268108314791027
32,0.5955152426664738
33,0.00557162806511419
34,0.010390223714752398
35,0.006799112677509551
36,0.00174768777997809
37,0.22375650908638772
38,0.45194105624836234
39,0.34522803135935337
40,0.09039057974252958
41,0.003497120970148543
42,0.017696104510002433
43,0.006596019373128706
44,0.022985914535921772
45,0.020140595359273417
46,0.5885150403044451
47,0.03893471930418388
48,0.41122270590032955
49,0.1383888996961425
50,0.017958036280742135
51,0.06852003439165333
52,0.036156098294054057
53,0.4319345972759874
54,0.047705814442884235
55,0.07047402699619132
56,0.009691137647624578
57,0.8721009326762182
58,0.01899257286589307
59,0.9084084836609222
60,0.8443755582308825
61,0.16973722784720638
62,0.022074131613765858
63,0.8429105555123512
64,0.4580650888135578
65,0.039884742006726905
66,0.10379902837755169
67,0.973115860537002
68,0.8954429227398482
69,0.018448657636906944
70,0.1363701606184391
71,0.22093307252868036
72,0.09027618621930385
73,0.0691703055949809
74,0.6234117273507027
75,0.004380227299229704
76,0.008079438488611285
77,0.0513829221969439
78,0.006688814219644406
79,0.18455264807104368
80,0.0793132723955927
81,0.0002588819352381826
82,0.01634894729677382
83,0.035483089041760806
84,0.025782382467476314
85,0.12446829569898807
86,0.12680863788292931
87,0.03324200966215302
88,0.01501830816265052
89,0.06318324895198427
90,0.0053768239495090644
91,0.06263975224695975
92,0.0006192818574165197
93,0.0008421846132665662
94,0.0019114715196796314
95,0.022276930302328385
96,0.029876622829434485
97,0.004642206581789389
98,0.6425097839823913
99,0.02520948433454536
100,0.1814490183003129
101,0.20893324228819304
102,0.0015683590008913905
103,0.011101037542458678
104,0.07930416778083671
105,0.09791404831496488
106,0.08175404307789129
107,0.4935269346007089
108,0.11819549289803082
