id,prob
1,0.01165462370514076
2,0.0017563256623808839
3,0.004646673886000851
4,0.005857928971749956
5,0.24039552540458958
6,0.00047058809360823377
7,0.15275637339667802
8,0.3245532683671014
9,0.12686222929862942
10,0.0034807062761608026
11,0.2183911202994421
12,0.00015431399244735533
13,0.00971878393430743
14,0.004646673886000851
15,0.08709732042368987
16,0.19814053368459142
17,0.15461045437950208
18,0.002122929614326787
19,0.02319853375223475
20,0.1191105245016494
21,0.0023478563808900827
22,0.003641280620696739
23,0.05700937164034691
24,0.0012076283124556062
25,0.0014952522862256828
26,0.06332478214164028
27,0.12716980126953395
28,0.12144247572910444
29,0.21607397709632659
30,0.31654576675997237
31,0.0978379712401907
32,0.19966144276838685
33,0.0513350480770955
34,0.006189736038647983
35,0.0014952522862256828
36,0.00037788255464478053
37,0.2644315004453401
38,0.1271470908974428
39,0.07817476895996191
40,0.24795668839873033
41,0.007572695315583955
42,0.07147266316741531
43,0.04951009303955797
44,0.014026421804295478
45,0.03784297939540252
46,0.5314139785607193
47,0.2962421527800312
48,0.3884770963961196
49,0.3268941288762368
50,0.024635422768641724
51,0.20227350914957273
52,0.05043659689589634
53,0.2240702824339315
54,0.0780270535002286
55,0.06209534879021717
56,0.029770308749810744
57,0.16320144971662578
58,0.05488542201818472
59,0.7529945865645319
60,0.7748407931591517
61,0.09111232109141737
62,0.1326663110117107
63,0.36017707398675736
64,0.4879484312598809
65,0.1013178693414503
66,0.02636443427510573
67,0.7562159916867218
68,0.185200292365775
69,0.12462642957465996
70,0.1873555652143842
71,0.25891735423818807
72,0.24352901625650197
73,0.2433354678694052
74,0.20710582576735534
75,0.005670222750893245
76,0.004550120746299753
77,0.026730099572620857
78,0.0065154560125124565
79,0.10066532824634068
80,0.2368601957183499
81,0.000660086965584384
82,0.11845391940064216
83,0.1434189021802784
84,0.10696449690439662
85,0.10461061017329518
86,0.23636056719330462
87,0.15001276075314
88,0.1160627107552953
89,0.16873637077804324
90,0.03377406670332985
91,0.3243499049610438
92,0.0004554937539855923
93,0.10055394605961415
94,0.0022602678666902845
95,0.05263330398461755
96,0.2169924674434068
97,0.010032768880536351
98,0.0635558430612569
99,0.07458083569681656
100,0.28938268121718064
101,0.27296445188139706
102,0.0009362212487736857
103,0.05416316823808489
104,0.09510437260572943
105,0.35903053757779274
106,0.3729267228085419
107,0.6719850467555357
108,0.0754623573610141
109,0.07885739904465766
110,0.08209628839529068
111,0.07782055523571892
112,0.16179647455217186
113,0.0024576977949988285
114,0.005743385043703208
115,0.0012911044532264101
116,0.0032209721699441728
117,0.0032209721699441728
118,0.0032209721699441728
119,0.022198440332950806
120,0.0009362212487736857
121,0.00017535983746427527
122,0.035849800208041946
123,0.15920372648399309
124,0.005173049401423987
125,0.14757576191068017
126,0.005586766812717116
127,0.001015598847389474
128,0.004646673886000851
129,0.14035780796968889
130,0.017217796491169366
131,0.016855087259773405
132,0.006409150252664637
133,0.0005811967410052774
134,0.06327831362051022
135,0.12004353904640926
136,0.728216581564365
137,0.00012609005351648568
138,0.027590946683814184
139,0.07461652312463828
140,0.02955217994370714
141,0.012135124376662655
142,0.10781502016354713
143,0.0005663788807954615
144,0.007636483287093759
145,0.024089442799148184
146,0.7841335871968372
147,0.5528385977833877
148,0.2543960432696183
149,0.07586275255076333
150,0.00047058809360823377
151,0.003380996401752644
152,0.0408346705676876
153,0.011975681490168874
154,0.006978758454414055
155,0.12111897310534601
156,0.1303913825273255
157,0.006526304282734826
158,0.3260164767528792
159,0.04221993636847237
160,0.020731030874379233
161,0.00017535983746427527
162,0.022981268006611214
163,0.11377311035118912
164,0.07302619686728394
165,0.037045059084724684
166,0.030163726415351984
167,0.008646907393920463
168,0.10781955661292934
169,0.004646673886000851
170,0.00047058809360823377
171,0.005667526649061686
172,0.039126849842138205
173,0.17713286603362205
174,0.18470104215681604
175,0.012549683061305515
